artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
Mason Maynard,5Bw444KfADNlDFIBYiCAJd,Jungle Cry - Original Mix,0.0002,0.743,372500,0.935,0.85,10,0.0542,-5.37,1,0.0421,124.996,4,0.151,30
Matoma,3nHHMV5YnocvTRiYqolTm9,Pieces (feat. Noah Kahan),0.023,0.669,170526,0.6809999999999999,0.0,4,0.115,-6.774,1,0.0308,113.98,4,0.336,53
Logic,5cJBMRBaLTxrT02SSaoPJO,Supermarket,0.0396,0.682,183000,0.574,5.3e-05,8,0.16,-5.92,1,0.029,89.991,4,0.366,68
Ego Function Error,07cYcoeOCLdlFXQHFzGMev,Lazy Cat,0.00294,0.503,165747,0.957,0.00659,1,0.032,-1.513,0,0.0521,154.95600000000005,4,0.7709999999999999,5
Ravi Singh Kalyanwat,6cFWYKEDwhtzWVGjHMAV8T,Rajputana Sher,0.495,0.725,313562,0.7559999999999999,0.0,2,0.104,-6.778,0,0.0909,94.993,4,0.532,0
The AI Bible,4agp6UmAYKRKZiad1gvkKx,Psalm 51.0,0.846,0.6729999999999999,160594,0.496,0.00132,8,0.14800000000000002,-16.523,1,0.467,111.097,3,0.45,1
Granular,46gKEwYqMQsw8DKwzrHdZn,Three,0.895,0.0,180000,0.000174,0.997,1,0.369,-21.688,1,0.0,0.0,0,0.0,19
Los Cadetes De Linares,7p3X6fZhd2Hzg2DqAY3BG3,Amor Ausente,0.835,0.65,121327,0.6679999999999999,3.86e-06,3,0.0664,-5.422999999999999,1,0.0322,109.066,4,0.962,5
Phora,6crqVhZROpoWhoeMnNPIhd,Holding On,0.0606,0.638,192480,0.5670000000000001,0.0,0,0.402,-8.838,0,0.43,76.09,4,0.269,58
Tierra Whack,50PvTiqi0cZne4mKR7HRck,Black Nails,0.933,0.6890000000000001,60000,0.289,2.18e-06,9,0.104,-9.519,1,0.0932,131.238,3,0.32299999999999995,55
Ocean Wisdom,2dDCl1EoI9cyvGPDXptvJH,Less Is More,0.723,0.782,258750,0.518,1.94e-06,3,0.108,-10.46,0,0.235,105.157,4,0.5760000000000001,38
Geowulf,6LSlTgBUF1T8rBrTKtzbWB,Don't Talk About You,0.000736,0.5529999999999999,216400,0.905,0.0128,5,0.141,-5.83,0,0.0329,115.968,4,0.503,39
Kayar,0oqMXNc74SWVig2Bxcedj2,In Surrender,0.174,0.66,265283,0.4320000000000001,0.000479,4,0.175,-9.769,0,0.156,119.963,4,0.14300000000000002,4
Curren$y,7lZ3d1hr8CmnZrMx25qjTW,Mirrors,0.552,0.5479999999999999,184400,0.865,0.0,8,0.181,-6.499,1,0.163,86.051,4,0.7879999999999999,31
Kyle Edwards,7K3loYwZAMjzOdL2lY8VZp,Plain Jane (Ride With the Mob),0.0552,0.887,86570,0.943,0.00298,9,0.29,-4.479,1,0.0443,136.016,4,0.364,24
MAIKA,3ywdRH2GrLUVmMqI9UGXrP,History,0.0811,0.521,256000,0.715,0.0,3,0.123,-5.5939999999999985,0,0.105,77.48899999999998,4,0.48,18
Cold War Kids,1y33uCmCSH6EsnQe0HkFJT,Cameras Always On - Live,0.877,0.445,32413,0.332,0.0,7,0.637,-11.058,1,0.0423,37.981,4,0.708,27
Frédéric Chopin,7j7z6go5IH8FlE0BI0J92c,24の前奏曲 作品28: 24の前奏曲 作品28: 第20番 ハ短調,0.979,0.667,123400,0.00173,0.956,8,0.0707,-20.601,1,0.915,127.537,5,0.18600000000000005,30
Luis y Julian,1L876ibzQnVDGPUMbfeANc,Ando Que Me Lleva,0.266,0.555,207073,0.258,0.00214,7,0.0457,-16.076,1,0.0567,175.051,3,0.642,10
Louis Armstrong,4kVPGhZDI7GhJPQ2m4RKiV,I Get A Kick Out Of You - Take 4 Reindexed,0.8220000000000001,0.574,259693,0.195,0.0,5,0.0916,-15.045,0,0.0867,127.748,4,0.39,12
Jonathan Hay,6vKeWA0QFCgzb4QDI1CnEP,Indiana (Single Version),0.175,0.49,205000,0.6609999999999999,0.0,7,0.0933,-8.446,0,0.224,84.086,4,0.28600000000000003,1
Lata Mangeshkar,5lnxK8H9ccEkliW73ksgW0,"Didi Tera Devar Deewana (From ""Hum Aapke Hain Koun"")",0.399,0.662,485333,0.701,0.0008789999999999999,1,0.297,-11.399,1,0.0285,103.246,4,0.901,36
Kikuo,4AOB7Tk8ErZHArfDZU1mSZ,おいしいたましい,0.0022,0.639,315827,0.8140000000000001,0.561,1,0.0758,-10.683,1,0.0402,128.0,4,0.557,23
El de La Guitarra,3m30n1vtmAZsLhONgZ1P5d,La Fiesta Ya Empezo,0.0163,0.73,148345,0.406,0.0,7,0.211,-10.312,0,0.0353,119.965,3,0.7829999999999999,53
Fijimacintosh,1tqvfFn43goAu1RlrZqp1B,Nocturnal Eclipse (feat. Robb Bank$),0.00199,0.67,169613,0.446,1.16e-06,0,0.101,-7.994,0,0.0595,155.975,4,0.267,27
Lvly,3HiIli6fZQc9jPLMHzYJAR,Catching Fire,0.484,0.417,182574,0.654,0.0,0,0.14800000000000002,-6.881,1,0.117,97.974,4,0.58,22
Droid Bishop,3U8AYySXobEs4U633z0qCB,Days of the Running Man,0.0426,0.43,341995,0.931,0.933,7,0.0883,-6.007999999999999,0,0.0385,107.98,4,0.836,33
Aerobic Squad,6wHpKjMbzLjhNo0eVlwBxq,Legacy of Fitness,0.000146,0.624,147692,0.94,0.912,9,0.0657,-7.3439999999999985,1,0.039,129.985,4,0.339,0
Marco Flores Y La Jerez,4Jr6957969rPOXrIWu8VIA,Nuevamente,0.518,0.725,185307,0.635,0.0,4,0.263,-4.249,0,0.0435,134.914,4,0.963,27
Midland,0wFyhPrMt4maLtWmLeG7lq,Burn Out - Recorded At Sound Stage Studios Nashville,0.425,0.425,184773,0.516,0.000214,7,0.135,-9.646,1,0.123,207.399,4,0.665,41
Johann Sebastian Bach,3Pplxhn3LCxuKUqvdNpsi9,"St. John Passion, BWV 245: No. 34, Mein Herz, indem die ganze Welt (Live)",0.329,0.409,49813,0.242,0.000372,0,0.116,-18.225,1,0.0578,75.217,4,0.0663,13
Andrew Applepie,2y5fG96L0xzo5p4B1I4Cr8,Be With You,0.52,0.741,185032,0.23,0.5539999999999999,7,0.0905,-11.929,1,0.0847,85.02600000000002,4,0.242,22
Adroit Fanny,5RQVmqDvrt4hwE6jqxppQC,Bio Informatics,0.000181,0.685,163000,0.392,0.696,11,0.151,-19.866,0,0.262,120.085,4,0.463,0
Shady Mayne,3RPOe7OFN1mAxB34WrC31h,Franchise Mayne,0.00509,0.8,147221,0.6859999999999999,0.0,5,0.785,-8.368,0,0.36,82.459,4,0.425,31
Young Fathers,6RoDIK2n85nJefiu67q9OS,Wow,0.0661,0.443,240114,0.855,0.138,1,0.16899999999999998,-5.557,1,0.0561,165.84599999999998,4,0.14400000000000002,41
Ben Prunty,6BsFQyIkSX1OCOh1DeaqLX,Old Earth,0.914,0.353,144122,0.17800000000000002,0.873,0,0.128,-19.055,1,0.0395,196.32,4,0.0304,30
MQZ,7iaSn6QWzUDNsWHzEInxok,I Am Bruce Wayne I Am Batman - Remastered,0.12,0.474,192853,0.688,0.0,1,0.542,-8.372,1,0.4,122.245,4,0.435,0
Destroy the Space,0ha7GU1R01oIUg5mCYYbfG,Living in Pain,0.331,0.452,155727,0.647,0.8,11,0.182,-15.073,1,0.0307,123.637,4,0.758,0
Paul Simon,0bRshP34vAHgzgFfz5DjOp,Can't Run But,0.9,0.792,209213,0.28,0.00388,4,0.119,-13.059,0,0.0778,154.007,4,0.961,48
Thee Madkatt Courtship,1fbuc2IkXyPNCrAtTtnWcb,Death Toll Cinema - Original Mix,0.402,0.813,375385,0.43,0.799,9,0.0703,-10.783,0,0.0436,117.012,4,0.519,31
Nipsey Hussle,6jMK31iipq9blHCaXpQTIo,Status Symbol 3 (feat. Buddy),0.0303,0.71,305173,0.815,0.0,9,0.115,-2.625,1,0.219,140.134,4,0.602,69
Maths Time Joy,0TB83D8U0rdnMTosi1KVb1,Going Nowhere,0.618,0.588,228587,0.463,1.84e-05,11,0.0781,-11.692,0,0.364,140.88299999999995,4,0.46,0
Trap Nation,7oj2HP2fJh8gZ60LApwEyD,Hands Up (Instrumental) [Remastered],0.241,0.7070000000000001,78080,0.875,0.922,8,0.16699999999999998,-5.724,0,0.0363,123.04,4,0.853,0
The Animal In Me,4mDMCkt42GwVeYPwpDEcQx,Survivor,0.000356,0.413,229565,0.982,3.98e-06,8,0.741,-3.5410000000000004,0,0.114,161.006,4,0.493,31
Jackal,15t9eecldbBEZmdv8Xk2Mf,Only Regret (feat. Akacia),0.0504,0.511,218400,0.7559999999999999,0.000202,6,0.35600000000000004,-5.658,0,0.419,149.849,5,0.33,23
Wolfgang Amadeus Mozart,0bom3zrPC3bXUwnhFnnXg9,"Don Giovanni, K. 527 (Excerpts): Ah! Fuggi il traditor!",0.966,0.4,78800,0.276,0.0114,3,0.121,-15.973,1,0.108,108.268,4,0.599,15
Armik,6vgRHCfIqYvnev96Qlmr8T,Forever in Love,0.7390000000000001,0.635,309902,0.871,0.789,11,0.15,-3.093,0,0.0373,77.013,4,0.919,27
Heimlich,4Fy4y5PAdKcDeLuRwdYKjw,One More Kiss,0.159,0.703,165149,0.594,0.007659999999999998,6,0.15,-6.355,0,0.0332,101.111,4,0.59,13
ThoBa,138bIbpoBNmI4uOlade3df,Your Love (ASOT 900 - Part 3),0.0119,0.415,206910,0.484,0.0,4,0.873,-11.75,0,0.0415,130.029,4,0.107,34
Monica,4r8rZYoyuWwuMha9Q9JOKS,Angel of Mine - Radio Mix,0.00427,0.575,252227,0.5379999999999999,8.28e-06,10,0.223,-7.427,0,0.024,90.213,4,0.202,34
Therapie TAXI,6hQyEOJpACi1l9s7VhjnRg,Marlboro Bled,0.0686,0.647,191147,0.868,6.3e-06,4,0.0661,-4.067,1,0.0282,122.038,4,0.562,46
The Longshot,4WRM2bqX7NJtT4w82VcYF1,Goodbye To Romance,0.21600000000000005,0.47,261667,0.698,1.15e-06,0,0.335,-4.922,1,0.0291,134.005,4,0.256,33
Los Del Arroyo,6mJPsW6mxxkAwqjyMgj6SW,Quise Pelear - En Vivo,0.64,0.664,212609,0.6509999999999999,8.759999999999999e-05,9,0.105,-6.3,1,0.0294,109.798,3,0.6990000000000001,26
Prabh Gill,3N25iKoD5THxn3ZM2vaAWS,"Rabb Khair Kare (From ""Daana Paani"" Soundtrack)",0.755,0.632,184000,0.568,0.0,7,0.399,-4.409,1,0.0494,75.035,4,0.6509999999999999,46
Johann Sebastian Bach,72bQxLf7O5WUKgz3NSW4N1,"Dazu ist erschienen der Sohn Gottes, BWV 40 for the Second Day of Christmas: VII. Aria (Tenore). Christenkinder, freuet Euch",0.956,0.602,220827,0.225,2.43e-05,4,0.156,-21.176,1,0.0403,89.90799999999999,1,0.8490000000000001,1
Annaland,2s1VpaLKaFTPHwP7q2QXT1,Tokyo - Popeska Remix,0.408,0.442,207907,0.736,8.690000000000001e-05,3,0.331,-4.083,0,0.0689,171.762,4,0.462,43
HKFiftyOne,0t4CwFvzfllVk7faxC0Dvu,Hands,0.000152,0.487,182399,0.861,9.44e-06,9,0.412,-6.291,0,0.0294,150.02200000000005,4,0.189,27
Johann Sebastian Bach,6z1giSUREep0Y0hOQYHZcU,"Bach, JS / Arr Forkel: Violin Concerto No. 5 in G Minor, BWV 1056R: I. Allegro (Arr. Forkel)",0.883,0.32,211880,0.403,0.0024,6,0.34700000000000003,-11.69,0,0.0374,141.991,4,0.407,16
George Wassouf,2sfNSqBQJAhguX3m42yqlb,Shokran - شكرا,0.196,0.625,270211,0.8640000000000001,0.0,11,0.119,-5.005,0,0.0665,92.0,4,0.753,0
Ludwig Goransson,6i0hIiIRiHU2CouXvYCq8Z,The Jabari,0.555,0.34,68560,0.154,0.8540000000000001,7,0.112,-18.838,1,0.0741,153.148,4,0.113,41
$ubjectz,6Cyh4TPzMTaFX8TCc7Kbnq,BACKUP,0.0184,0.629,94000,0.51,3.36e-06,1,0.154,-9.134,1,0.217,154.922,4,0.0397,26
Droba,4uoRR9LoQjvaj3hOW4kovs,All Me,0.373,0.755,154122,0.493,0.0,0,0.203,-10.09,0,0.16,100.046,4,0.7509999999999999,29
Los Tucanes De Tijuana,4IEiqF6NmmE0Nu0PlEqT1c,Buscando Consuelo,0.0514,0.534,220760,0.799,0.0,7,0.067,-6.9270000000000005,1,0.212,200.85,3,0.7070000000000001,23
Via Vallen,6ui73V198TbDMhyJqPMHrQ,Pikir Keri,0.511,0.706,229969,0.8390000000000001,0.0,0,0.0634,-4.187,1,0.0404,150.939,4,0.7340000000000001,50
Elijah Who,1FkjmahBdJRnodnn7sWjbl,nod off,0.256,0.595,133998,0.35700000000000004,0.8390000000000001,1,0.103,-15.337,1,0.182,145.986,4,0.339,33
Natural Rain Sounds for Sleeping,6HdMHRQWa6DQnnErRVA68M,Raining Sheets,0.518,0.142,120373,1.0,0.995,8,0.972,-13.458,0,0.0376,83.13,3,1e-05,0
Andrew Galucki,36KiLhsKYgqgBgGP2JXV9c,We Stay Together,0.39,0.62,181667,0.335,0.000126,6,0.0915,-11.947,1,0.0271,90.08,4,0.227,24
Danny Ocean,3IP10QH1mHOCJMWuq8xjFy,Tuyo Mía,0.00403,0.695,169271,0.69,5.31e-05,0,0.0815,-7.322999999999999,0,0.0451,160.034,4,0.536,61
Nani Anupama Parameswaran Rukshar Mir,47stFbPKOpd4Tibr7QB8eH,Urime Manase,0.0665,0.452,277969,0.7979999999999999,5.36e-06,4,0.38,-4.285,0,0.0494,136.95600000000002,4,0.265,0
Johann Sebastian Bach,3LyhO3be4RzK4Y2B7dYV0P,"Sinfonia No. 12 in A Major, BWV 798",0.99,0.56,83653,0.317,0.877,1,0.11,-23.773000000000003,0,0.0384,99.897,4,0.95,30
French Montana,03U78i5xm64zlCupQwhazG,Juice,0.16899999999999998,0.703,157910,0.67,0.0,2,0.33,-6.456,1,0.194,89.074,4,0.194,53
Prof,1CpTuuwLgT6sMNn3X7fyk6,Criminal,0.868,0.523,192347,0.339,6.61e-05,9,0.11,-8.798,0,0.115,93.204,5,0.13699999999999998,43
Our Lady Peace,5S8dvJlSkHAh2XefAvsKWl,Last Train,0.0293,0.555,210227,0.775,0.000253,2,0.0576,-6.835,0,0.0293,94.003,4,0.684,29
Olivia Belli,5cHx0X3fxx7zWzL4WBZnBQ,Abc,0.993,0.184,233468,0.0233,0.947,5,0.0961,-34.391,1,0.033,104.041,4,0.134,16
Bo Daniels,4A5n1Iy6uUJFocvWNpJ6AU,Pass Me The Bottle,0.804,0.773,80797,0.447,1.71e-06,7,0.182,-8.356,1,0.0312,110.03,4,0.573,14
Yang,0WtjvkOkt03UvttdPGrsIP,U.R (ASOT 859) - Jordy Eley Remix,0.0007769999999999999,0.546,180068,0.8590000000000001,0.471,1,0.273,-10.98,1,0.0525,128.024,4,0.473,13
Jd Flames,0vtpwKhAAhHZA3894xjID9,Moe Af,0.688,0.688,230243,0.256,0.0,7,0.139,-17.293,1,0.516,83.81200000000003,4,0.472,20
Planetarium Records,1ZhSF5Dp3skEQsqgbRgtyl,Blah,0.0396,0.6409999999999999,210445,0.836,0.0,10,0.0665,-3.863,0,0.16399999999999998,99.807,4,0.618,47
Carrie Hope Fletcher,4KAJHL1c9AGKDxRQFtm0wd,Burn,0.635,0.431,222783,0.379,0.0,2,0.185,-8.042,1,0.0575,140.079,4,0.293,35
Wolfgang Amadeus Mozart,1VINdvzx0Wse2qfZT9mlCh,"Piano Concerto No. 22 in E-Flat, K.482: III. Allegro",0.987,0.285,757760,0.155,0.905,3,0.127,-20.275,1,0.0399,87.645,5,0.16899999999999998,12
Johann Sebastian Bach,71PqCpsj2QavdhbhCkA3Sq,"Toccata & Fugue in D Minor, BWV 538 ""Dorian"": II. Fuga",0.848,0.0639,492667,0.0788,0.828,2,0.071,-16.302,0,0.0372,72.641,3,0.049,4
Trippie Redd,5iAyI5SlSs1hyWOQeBXvab,Wicked,0.0883,0.812,138449,0.534,1.95e-06,4,0.141,-6.6,0,0.121,98.017,4,0.223,64
Frédéric Chopin,4N9ebgcMTpr9oo6SbmxSZp,"24 Préludes, Op. 28: No. 24 in D Minor / D-Moll",0.939,0.259,138373,0.328,0.92,9,0.0981,-14.929,0,0.0315,69.626,4,0.0812,13
WE ARE FURY,2MBdUbhY4huUQuICZUjvLY,Ascension,0.0975,0.636,234362,0.949,0.913,7,0.102,-3.823,0,0.0566,145.017,4,0.217,28
J.Dot,4ulg0WCWlOLqy5oYGUSyu0,Right Back,0.297,0.821,254208,0.584,0.0,1,0.113,-8.064,1,0.163,99.003,4,0.191,0
Cassidy,5RzKvJOkmjhrMMvT1eYuEu,Not Enough Money,0.0167,0.705,229800,0.524,3.620000000000001e-05,1,0.226,-8.889,1,0.238,170.083,4,0.408,10
Rebelution,1ozK6iAeBgCOSXecRojzMo,City Life,0.0215,0.691,207648,0.845,1.25e-05,7,0.331,-4.746,0,0.0519,162.062,4,0.635,56
Nym Lo,0rIVaLChsW3RT0EFJpuMBJ,Speedin' REMIX (feat. Dave East),0.508,0.512,198060,0.887,0.0,1,0.0881,-4.255,1,0.359,73.204,4,0.695,31
Cold War Kids,74DvJgxMIWUJx2BwvdytTQ,Hang Me Up To Dry - Live,0.183,0.446,235280,0.879,0.0208,0,0.679,-6.278,1,0.0512,92.485,4,0.303,26
Harris Cole,6HKkAWT3io0dFGYWlJ8lzW,Park Ave Beach,0.885,0.7020000000000001,205263,0.0883,0.847,10,0.115,-18.956,0,0.142,76.257,4,0.168,55
Smyang Piano,3e4XnwzEVgZYbtuIwNZEbF,Pied Piper,0.994,0.257,309629,0.0504,0.917,2,0.113,-23.171,0,0.0452,179.003,4,0.201,46
Robert Rodriguez,58uVoNtf1FZds89JddaZGd,Once Upon a Time in Mexico (Main Titles),0.244,0.36,159613,0.77,0.878,9,0.108,-7.065,0,0.0442,180.12099999999995,3,0.32299999999999995,26
Edwin Raphael,615LuEkMifMamuL43BUv7D,Thrills Sought After,0.848,0.703,218463,0.406,0.00829,5,0.0876,-9.235,0,0.0287,148.033,4,0.667,0
Anna Kendrick,24kUEDm2KxTHbflxgqLHdw,"Bend Over (Stand Up) - From ""Pitch Perfect"" Soundtrack",0.0873,0.583,46709,0.684,0.0,8,0.103,-6.572,1,0.374,195.832,4,0.123,40
L.I.F.T,7rpaoJsc1QlUrlnLI7rA47,Locked Up,0.0544,0.6679999999999999,196160,0.8809999999999999,3.05e-06,6,0.168,-4.363,0,0.0581,134.94799999999998,4,0.433,0
Jakob Ahlbom,0NNlkwZnrlXas4AxSMVzFa,Approaching Spring,0.989,0.16699999999999998,230936,0.223,0.961,2,0.0919,-16.227999999999998,1,0.0336,105.119,4,0.0851,37
Bastille,1etiUDkISHELzQGMY79ryt,Quarter Past Midnight,0.275,0.504,201799,0.821,0.0,8,0.0418,-3.3560000000000003,1,0.0598,155.131,4,0.458,74
Shaan,3N8TpWfF7Mahv6SK9zC6sl,Bulleya,0.0063,0.506,180643,0.6509999999999999,1.37e-06,0,0.101,-6.352,1,0.073,184.209,4,0.28300000000000003,11
Shiloh Dynasty,1VLCctJbr8AjrZQ0KoyJ4A,Imagination,0.715,0.816,104777,0.0965,0.785,7,0.108,-22.035,1,0.0379,110.008,5,0.847,61
Doley Bernays,7qsM9aMNYPQyxbRGFnpNh9,We All Sin Here,0.0318,0.68,164000,0.556,0.000105,9,0.0855,-8.558,0,0.0388,121.003,4,0.255,48
Vertical Worship,0rtw0HyNi34TlDM4AJefBZ,Goodness,0.026,0.512,257123,0.7390000000000001,0.0,0,0.6779999999999999,-6.964,1,0.0306,120.017,4,0.209,40
Ocean Waves For Sleep,0IkNx3aRPmV6DJ6Auv2H0i,Tide Rolling In,0.6509999999999999,0.0818,92421,0.998,0.281,1,0.861,-11.395,1,0.0753,169.428,3,1e-05,0
The Japanese House,30FwkPCfzXLiqqOwe5egoO,Lilo,0.469,0.57,259730,0.556,0.0,7,0.0713,-8.894,1,0.0428,119.901,4,0.237,54
Gerome,0KU1n705y9CXC2F6fBOWej,Pacify (ASOT 900 - Part 2),6.709999999999999e-05,0.41,242640,0.93,0.962,7,0.4370000000000001,-10.985,1,0.046,134.969,4,0.156,28
Sergei Rachmaninoff,0AWznF8fA9QUNcuvfVY4px,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro ma non tanto",0.987,0.173,1020627,0.0668,0.885,7,0.0963,-26.17,0,0.0395,51.75899999999999,4,0.0438,21
Sean Tyas,6HjSXF6L2TwugGtlEG3uG1,Chrome (ASOT 894),4.13e-05,0.379,264570,0.947,0.934,11,0.461,-12.765,0,0.0787,138.031,4,0.0395,21
Mahlano Da'don,7u3jcodB1LFHpqCIhgNgBz,I Run This City,0.49,0.47,137184,0.747,0.0,2,0.345,-9.505,1,0.174,91.934,4,0.8759999999999999,0
Antonio Vivaldi,7lNd9YjlJCPgfEwohTaTOo,"Concerto for Recorder, Two Violins and Basso continuo in A Minor, RV 108: III. Allegro",0.904,0.517,174507,0.221,0.0233,4,0.0977,-18.012,0,0.0441,124.15,4,0.547,14
Wolfgang Amadeus Mozart,0eXeP8al2ZK3LF3JQdOtIo,"Bastien und Bastienne, K. 50 (Original 1768 Version), Scene 3: ""Dieses Liebhaberpaar ist wahrlich ein rechtes Wunderwerk"" (Dialogue)",0.804,0.68,41280,0.212,0.0,2,0.42,-30.951,0,0.742,84.141,5,0.532,3
DL Down3r,6zyAmAEH6wd3qRNDUgvHwc,Suga Boom Boom,0.618,0.8370000000000001,172560,0.307,0.0,9,0.158,-15.069,1,0.212,95.16,4,0.866,32
Cassidy,3OIxstoB8GBokIR2KsXinr,Stripping and Tipping,0.0309,0.823,264093,0.493,0.0,7,0.273,-10.358,1,0.424,119.941,4,0.701,11
Neighborhood Crook,7apM7vaZcOqb0D25T7vUda,Everyone Balling Till It Time to Pay,0.555,0.406,100153,0.7390000000000001,0.718,0,0.102,-11.688,0,0.0551,181.532,3,0.97,0
Arijit Singh,1wfmYC9gDGU5wp2LVrVSgx,Har Har Gange,0.541,0.464,182572,0.388,5.79e-05,2,0.416,-11.959,1,0.0288,107.784,4,0.11,15
Turbonegro,707TK9hS6xBFIummNvYrDm,John Carpenter Powder Ballad,7.190000000000001e-05,0.546,267907,0.931,0.7340000000000001,1,0.146,-5.42,0,0.0368,123.013,4,0.282,29
Armand Van Helden,5Gsst9vg3MBhEC11xWatPT,I Need A Painkiller - Armand Van Helden Vs. Butter Rush / MK Radio Edit,0.00441,0.698,157920,0.915,0.812,7,0.275,-5.019,1,0.0407,125.014,4,0.4270000000000001,44
Ben Gold,0qiWjeUHwhLU1V71iDaMSC,Two (ASOT 858),0.000331,0.47,179081,0.7709999999999999,0.851,9,0.156,-11.811,0,0.0351,129.99,4,0.305,15
Blueface,3k6MbOQzRnYT5PhmlvmJjC,Don't Chase Me,0.828,0.772,165907,0.5,0.0,5,0.128,-9.809,1,0.0542,93.028,4,0.506,49
Armin van Buuren,6br4stneD5FnqtFt6tEUve,"A State Of Trance (ASOT 857) - Coming Up, Pt. 3",0.00468,0.443,31370,0.915,0.00238,7,0.325,-11.796,1,0.0558,138.02100000000002,4,0.499,5
Ludovico Einaudi,639Ngkn9FB4E5kdyawBOrj,Melodia Africana: II.,0.987,0.28600000000000003,139629,0.14300000000000002,0.933,5,0.106,-23.443,1,0.0484,138.57,4,0.0657,13
Kevo DJ,31rzsdXEADBpck28dsaSUo,Scooby Doo Papa,0.369,0.847,136154,0.818,0.0374,0,0.166,-4.512,1,0.16699999999999998,103.996,4,0.682,0
Space Ghost,5aUXAJjCRfRMGhvOvZbyL6,Cosmic Cave,0.942,0.138,123578,0.212,0.887,5,0.17,-20.923,0,0.0305,81.67699999999998,1,0.405,46
Akcent,3ktv01TSuFQSxL3yA1oW4W,Deep in Your Eyes,0.0102,0.77,192000,0.5820000000000001,0.000101,8,0.0771,-6.497999999999998,0,0.0713,119.952,4,0.5770000000000001,28
Wolfgang Amadeus Mozart,4K9G5EztsPFc53nzzFCcxf,"歌劇コジ・ファン・トゥッテ, K. 588 第 2幕: 叶えておくれ,親切なそよ風よ (フェランド,グリエルモ,)",0.989,0.227,171720,0.159,3.67e-05,3,0.159,-20.767,1,0.0355,135.047,4,0.158,6
Gwen Stefani,6zeJdYSh8w9XcruZfZkW4i,Silent Night,0.733,0.282,194053,0.473,1.98e-06,4,0.0996,-6.949,1,0.0286,105.879,4,0.154,23
Sweet Valley,4Px8Ntly8XVQy2bP53J31q,Cover Girl,0.000246,0.43,76003,0.988,0.959,1,0.564,-3.487,1,0.0477,126.04,4,0.459,17
Sanjith Hegde,2JJV5azzIuvY6tDDUeatbY,Neene Geechida Saalina,0.312,0.327,162545,0.527,0.0,7,0.14400000000000002,-8.502,0,0.0411,76.473,3,0.0382,11
All Sons & Daughters,5OmUVlZP8zQ5zGCX9wsD3p,God With Us,0.227,0.466,248036,0.399,0.0,2,0.0966,-8.757,1,0.0265,136.04,3,0.273,28
Jóhann Jóhannsson,0LF0Y2UorlAO06r7KWHnSs,"""Ef ég hefði aldrei…"" - Remastered",0.918,0.14300000000000002,222920,0.094,0.134,0,0.116,-20.103,0,0.0487,169.759,1,0.032,0
Leps,2NrCu4NHtkTG8cPpfoHTSP,Gucci Belt,0.0112,0.7829999999999999,196728,0.523,0.0,4,0.0857,-8.064,0,0.17,81.01,4,0.28600000000000003,12
Johann Sebastian Bach,2IxYkfdl12T4N6W9yXIThw,"Weihnachtsoratorium, BWV 248, Pt. 6: No. 54, Herr, wenn die stolzen Feinde schnauben",0.921,0.183,290600,0.394,0.515,1,0.0578,-11.022,1,0.0362,74.072,1,0.443,1
Angela Chang,56YRzZx4QAyhvhfLmSqxK6,沒離開過 (電影《南極之戀》全球推廣曲),0.675,0.469,306565,0.581,0.0,7,0.126,-5.557,0,0.0349,113.542,4,0.132,41
"quickly, quickly",6Fs1hE2EaFV6fZ6xTtk19u,Props_,0.8290000000000001,0.634,69065,0.34,0.893,11,0.117,-7.544,1,0.441,125.228,1,0.901,41
Blanco,0zlzQ0uBGtwIl33EzVdRsY,Late Night,0.14400000000000002,0.813,262322,0.472,0.0,0,0.17600000000000002,-7.11,1,0.0633,140.014,4,0.5579999999999999,8
Nao,5fp8Ww74MLFXjCYRxf6YMt,Gabriel,0.6629999999999999,0.591,230627,0.519,0.0,2,0.16899999999999998,-8.007,0,0.396,92.844,4,0.821,52
Dog Music,5W7HX64CmRvoHYdVEGRAba,Dog Park Music,0.936,0.158,122485,0.0149,0.973,6,0.11,-34.786,1,0.0461,69.513,4,0.0356,18
Victory Worship,1Ao4kT5tQUKav0thetahac,Nothing Can Separate Me,0.000427,0.505,248268,0.878,2.27e-05,6,0.0751,-4.584,1,0.0436,112.062,4,0.285,38
El Makabelico,53NgGNu1pBKQcC3ekvokuC,La Guardia del Ponientazo (Los 90),0.31,0.7120000000000001,219953,0.466,0.0,1,0.151,-12.947,1,0.208,97.008,4,0.8220000000000001,30
Fearless Motivation,4ObjkYBXgwZz4u93zlRbYW,Morning Motivation (Set Your Life up to Win),0.612,0.463,379916,0.693,0.0,0,0.306,-9.775,1,0.239,87.245,4,0.565,34
ON1Y,370BNSvDvj8ceBlUV1qnD7,Airplane Mode,0.00928,0.8290000000000001,211160,0.632,0.000154,5,0.0772,-5.247999999999998,0,0.0452,104.999,4,0.422,64
Allen Stone,2fewvKX1SzRMfNdQDnyoQj,Brown Eyed Lover,0.173,0.62,238819,0.852,0.0,4,0.101,-4.399,1,0.108,80.91,4,0.638,51
Wirtuoza,2l6j10u2toUdXa4EPadFdl,Szmatka,0.0394,0.84,219768,0.421,0.669,9,0.345,-12.09,0,0.313,140.03799999999998,4,0.35,0
